53.0,44.8551769952,82.0688837075,44.8551769952,53.0,76.0,82.0688837075,76.0
27.0,80.0,55.0178514522,80.0,27.0,107.0,55.0178514522,107.0
66.0,83.8274953434,89.0867927612,83.8274953434,66.0,110.0,89.0867927612,110.0
113.0,152.0,132.0,152.0,113.0,186.0,132.0,186.0
75.0,422.0,95.0,422.0,75.0,458.0,95.0,458.0
16.0,-25.0199920064,150.033577883,-25.0199920064,16.0,0.0,150.033577883,0.0
81.0,118.979175701,164.006023878,118.979175701,81.0,143.0,164.006023878,143.0
113.0,191.0,144.0,191.0,113.0,219.0,144.0,219.0
248.0,184.0,272.0,184.0,248.0,215.0,272.0,215.0
182.0,253.980007994,333.029798384,253.980007994,182.0,279.0,333.029798384,279.0
291.0,281.980007994,384.005376189,281.980007994,291.0,307.0,384.005376189,307.0
29.0,321.982148548,158.015502944,321.982148548,29.0,350.0,158.015502944,350.0
181.0,313.0,201.0,313.0,181.0,342.0,201.0,342.0
111.0,360.0,143.0,360.0,111.0,391.0,143.0,391.0
149.0,392.981487828,175.019223663,392.981487828,149.0,420.0,175.019223663,420.0
185.0,392.0,204.0,392.0,185.0,418.0,204.0,418.0
283.0,361.937560916,314.016124839,361.937560916,283.0,394.0,314.016124839,394.0
350.0,343.0,380.0,343.0,350.0,373.0,380.0,373.0
367.0,432.0,388.0,432.0,367.0,465.0,388.0,465.0
386.0,257.941227268,407.023796042,257.941227268,386.0,292.0,407.023796042,292.0
426.0,268.0,457.0,268.0,426.0,301.0,457.0,301.0
376.0,376.980007994,486.040901487,376.980007994,376.0,402.0,486.040901487,402.0
