9.0,86.9772844545,49.0124980475,86.9772844545,9.0,109.0,49.0124980475,109.0
30.0,198.976203958,53.0217288664,198.976203958,30.0,220.0,53.0217288664,220.0
169.0,64.9800079936,328.050306507,64.9800079936,169.0,90.0,328.050306507,90.0
130.0,153.978271134,157.018512172,153.978271134,130.0,177.0,157.018512172,177.0
107.0,210.923190379,184.058419397,210.923190379,107.0,237.0,184.058419397,237.0
233.0,309.975015605,275.047592083,309.975015605,233.0,330.0,275.047592083,330.0
354.0,178.98245749,483.015502944,178.98245749,354.0,293.0,483.015502944,293.0
322.0,363.979175701,445.101584068,363.979175701,322.0,388.0,445.101584068,388.0
448.0,364.0,463.0,364.0,448.0,383.0,463.0,383.0
54.0,463.900248758,96.1900462195,463.900248758,54.0,484.0,96.1900462195,484.0
