330.0,447.985297297,431.019800039,447.985297297,330.0,482.0,431.019800039,482.0
329.0,406.986113789,431.004901843,406.986113789,329.0,443.0,431.004901843,443.0
315.0,365.986113789,432.017092769,365.986113789,315.0,402.0,432.017092769,402.0
260.0,375.0,299.0,375.0,260.0,400.0,299.0,400.0
259.0,415.980007994,299.012498047,415.980007994,259.0,441.0,299.012498047,441.0
260.0,455.0,301.0,455.0,260.0,482.0,301.0,482.0
144.0,450.9857172,242.005101908,450.9857172,144.0,486.0,242.005101908,486.0
137.0,409.986488953,243.018866246,409.986488953,137.0,447.0,243.018866246,447.0
136.0,368.986488953,243.018689956,368.986488953,136.0,406.0,243.018689956,406.0
344.0,337.975015605,428.02380615,337.975015605,344.0,358.0,428.02380615,358.0
253.0,324.984378813,326.006848994,324.984378813,253.0,357.0,326.006848994,357.0
119.0,326.987181594,237.016947935,326.987181594,119.0,366.0,237.016947935,366.0
140.0,235.964297096,483.145741632,235.964297096,140.0,292.0,483.145741632,292.0
103.0,144.955577482,277.071824257,144.955577482,103.0,190.0,277.071824257,190.0
303.0,136.989362906,417.004385881,136.989362906,303.0,184.0,417.004385881,184.0
311.0,57.9893629058,499.042548377,57.9893629058,311.0,105.0,499.042548377,105.0
