467.0,8.0,488.0,8.0,467.0,35.0,488.0,35.0
48.0,176.855176995,81.1360830516,176.855176995,48.0,208.0,81.1360830516,208.0
434.0,102.982148548,465.016124839,102.982148548,434.0,131.0,465.016124839,131.0
381.0,141.0,415.0,141.0,381.0,176.0,415.0,176.0
426.0,197.0,460.0,197.0,426.0,228.0,460.0,228.0
43.0,252.0,129.0,252.0,43.0,278.0,129.0,278.0
192.0,236.0,210.0,236.0,192.0,272.0,210.0,272.0
152.0,329.0,187.0142828,329.0,152.0,362.0,187.0142828,362.0
184.0,358.931116293,202.027756377,358.931116293,184.0,388.0,202.027756377,388.0
237.0,346.941227268,270.015148038,346.941227268,237.0,381.0,270.015148038,381.0
64.0,414.93944949,84.0249843945,414.93944949,64.0,448.0,84.0249843945,448.0
1.0,464.980776337,99.0204060387,464.980776337,1.0,491.0,99.0204060387,491.0
124.0,432.931116293,141.029386366,432.931116293,124.0,462.0,141.029386366,462.0
149.0,419.979175701,215.007575323,419.979175701,149.0,444.0,215.007575323,444.0
217.0,447.980776337,247.066592757,447.980776337,217.0,474.0,247.066592757,474.0
