45.0,19.9814878278,123.025636813,19.9814878278,45.0,47.0,123.025636813,47.0
15.0,137.805172991,45.4138126515,137.805172991,15.0,161.0,45.4138126515,161.0
98.0,150.0,123.019992006,150.0,98.0,171.0,123.019992006,171.0
347.0,-31.0,499.013157325,-31.0,347.0,-3.0,499.013157325,-3.0
139.0,150.0,166.0,150.0,139.0,172.0,166.0,172.0
350.0,28.9843788128,382.015621187,28.9843788128,350.0,61.0,382.015621187,61.0
378.0,62.0,452.0,62.0,378.0,88.0,452.0,88.0
341.0,141.982148548,468.035428129,141.982148548,341.0,170.0,468.035428129,170.0
347.0,230.0,465.0,230.0,347.0,257.0,465.0,257.0
109.0,181.981487828,267.050624801,181.981487828,109.0,209.0,267.050624801,209.0
222.0,217.0,241.0,217.0,222.0,250.0,241.0,250.0
136.0,259.0,169.0,259.0,136.0,285.0,169.0,285.0
260.0,272.0,407.003401321,272.0,260.0,298.0,407.003401321,298.0
51.0,343.0,70.0,343.0,51.0,374.0,70.0,374.0
121.0,307.758459723,151.149626863,307.758459723,121.0,341.0,151.149626863,341.0
200.0,312.0,219.0,312.0,200.0,342.0,219.0,342.0
231.0,310.0,257.0,310.0,231.0,340.0,257.0,340.0
245.0,385.0,265.0,385.0,245.0,419.0,265.0,419.0
110.0,372.979175701,166.035702904,372.979175701,110.0,397.0,166.035702904,397.0
74.0,396.980007994,197.004064973,396.980007994,74.0,422.0,197.004064973,422.0
103.0,424.980007994,179.059187479,424.980007994,103.0,450.0,179.059187479,450.0
191.0,422.0,219.0,422.0,191.0,450.0,219.0,450.0
179.0,455.983875161,212.06055051,455.983875161,179.0,487.0,212.06055051,487.0
231.0,428.979175701,386.012902689,428.979175701,231.0,453.0,386.012902689,453.0
291.0,464.0,307.0,464.0,291.0,493.0,307.0,493.0
