153.0,421.975015605,168.033296378,421.975015605,153.0,442.0,168.033296378,442.0
64.0,410.97370241,81.0293863659,410.97370241,64.0,430.0,81.0293863659,430.0
75.0,331.972243623,90.0332963784,331.972243623,75.0,350.0,90.0332963784,350.0
159.0,348.0,173.0,348.0,159.0,366.0,173.0,366.0
277.0,230.889229724,293.124515497,230.889229724,277.0,249.0,293.124515497,249.0
174.0,228.0,190.0,228.0,174.0,247.0,190.0,247.0
88.0,238.0,102.0,238.0,88.0,256.0,102.0,256.0
1.0,82.0,15.0,82.0,1.0,101.0,15.0,101.0
79.0,76.0,94.0,76.0,79.0,94.0,94.0,94.0
185.0,119.0,200.0,119.0,185.0,136.0,200.0,136.0
302.0,123.0,319.0,123.0,302.0,141.0,319.0,141.0
388.0,115.895026825,403.033296378,115.895026825,388.0,135.0,403.033296378,135.0
197.0,-10.0997512422,214.029386366,-10.0997512422,197.0,10.0,214.029386366,10.0
316.0,-16.0997512422,331.13274595,-16.0997512422,316.0,4.0,331.13274595,4.0
