40.0,251.0,72.0,251.0,40.0,284.0,72.0,284.0
43.0,144.982763743,65.0227155455,144.982763743,43.0,174.0,65.0227155455,174.0
38.0,368.935550866,60.0227155455,368.935550866,38.0,400.0,60.0227155455,400.0
21.0,-18.0,100.0,-18.0,21.0,5.0,100.0,5.0
159.0,7.0,236.025969647,7.0,159.0,31.0,236.025969647,31.0
158.0,34.0,220.0,34.0,158.0,54.0,220.0,54.0
59.0,79.0,92.0,79.0,59.0,112.0,92.0,112.0
136.0,80.0,213.025969647,80.0,136.0,104.0,213.025969647,104.0
108.0,168.0,128.0,168.0,108.0,202.0,128.0,202.0
148.0,195.981487828,230.054859698,195.981487828,148.0,223.0,230.054859698,223.0
145.0,289.0,224.0,289.0,145.0,316.0,224.0,316.0
83.0,319.0,209.003968191,319.0,83.0,343.0,209.003968191,343.0
215.0,316.984378813,233.027756377,316.984378813,215.0,349.0,233.027756377,349.0
136.0,347.972243623,192.035702904,347.972243623,136.0,366.0,192.035702904,366.0
160.0,394.983875161,179.02629759,394.983875161,160.0,426.0,179.02629759,426.0
85.0,426.981487828,190.004761797,426.981487828,85.0,454.0,190.004761797,454.0
342.0,-21.179356624,379.121422387,-21.179356624,342.0,4.0,379.121422387,4.0
356.0,16.0,444.022724339,16.0,356.0,37.0,444.022724339,37.0
326.0,37.9762039584,371.01110974,37.9762039584,326.0,59.0,371.01110974,59.0
376.0,37.9782711336,463.005746937,37.9782711336,376.0,61.0,463.005746937,61.0
339.0,209.0,356.0,209.0,339.0,228.0,356.0,228.0
335.0,242.0,439.0,242.0,335.0,262.0,439.0,262.0
334.0,262.0,441.0,262.0,334.0,283.0,441.0,283.0
340.0,301.0,414.0,301.0,340.0,325.0,414.0,325.0
487.0,306.984378813,508.023796042,306.984378813,487.0,339.0,508.023796042,339.0
401.0,417.980007994,442.012193309,417.980007994,401.0,443.0,442.012193309,443.0
329.0,431.980007994,366.013511047,431.980007994,329.0,457.0,366.013511047,457.0
387.0,479.0,424.0,479.0,387.0,504.0,424.0,504.0
