94.0,-8.0,116.0,-8.0,94.0,9.0,116.0,9.0
167.0,121.976203958,197.01666204,121.976203958,167.0,143.0,197.01666204,143.0
90.0,111.0,120.0,111.0,90.0,132.0,120.0,132.0
111.0,220.889229724,145.132096332,220.889229724,111.0,239.0,145.132096332,239.0
77.0,254.972243623,113.013886211,254.972243623,77.0,273.0,113.013886211,273.0
265.0,114.0,281.0,114.0,265.0,133.0,281.0,133.0
234.0,210.980007994,415.011049386,210.980007994,234.0,236.0,415.011049386,236.0
175.0,361.900248758,215.11234224,361.900248758,175.0,382.0,215.11234224,382.0
234.0,265.982763743,507.045783707,265.982763743,234.0,295.0,507.045783707,295.0
340.0,171.909277966,359.02629759,171.909277966,340.0,194.0,359.02629759,194.0
207.0,70.8892297237,320.216606556,70.8892297237,207.0,89.0,320.216606556,89.0
171.0,13.0,292.0,13.0,171.0,38.0,292.0,38.0
370.0,-31.0,412.0,-31.0,370.0,-9.0,412.0,-9.0
380.0,103.0,416.0,103.0,380.0,123.0,416.0,123.0
