24.0,122.0,92.0294054068,122.0,24.0,148.0,92.0294054068,148.0
92.0,141.935550866,111.02629759,141.935550866,92.0,173.0,111.02629759,173.0
80.0,207.0,112.0,207.0,80.0,233.0,112.0,233.0
127.0,227.0,150.0,227.0,127.0,257.0,150.0,257.0
56.0,277.0,173.004273426,277.0,56.0,303.0,173.004273426,303.0
6.0,351.0,132.015872016,351.0,6.0,376.0,132.015872016,376.0
175.0,320.980776337,201.019223663,320.980776337,175.0,347.0,201.019223663,347.0
204.0,258.0,225.0,258.0,204.0,289.0,225.0,289.0
154.0,172.0,249.005263012,172.0,154.0,200.0,249.005263012,200.0
257.0,177.0,332.00666637,177.0,257.0,203.0,332.00666637,203.0
156.0,138.0,173.0,138.0,156.0,168.0,173.0,168.0
178.0,86.0,331.013071337,86.0,178.0,113.0,331.013071337,113.0
190.0,14.0,208.0,14.0,190.0,45.0,208.0,45.0
189.0,-56.0,208.0,-56.0,189.0,-25.0,208.0,-25.0
241.0,-55.0,273.0,-55.0,241.0,-22.0,273.0,-22.0
277.0,-42.0,426.030198282,-42.0,277.0,-18.0,426.030198282,-18.0
342.0,215.982763743,444.078401241,215.982763743,342.0,245.0,444.078401241,245.0
250.0,273.983875161,284.014702703,273.983875161,250.0,305.0,284.014702703,305.0
205.0,349.0,224.0,349.0,205.0,381.0,224.0,381.0
338.0,270.984851962,371.015148038,270.984851962,338.0,304.0,371.015148038,304.0
367.0,287.0,461.005318998,287.0,367.0,317.0,461.005318998,317.0
55.0,431.0,74.0,431.0,55.0,462.0,74.0,462.0
135.0,457.93944949,156.023796042,457.93944949,135.0,491.0,156.023796042,491.0
204.0,427.0,288.00595217,427.0,204.0,454.0,288.00595217,454.0
286.0,440.985297297,321.0142828,440.985297297,286.0,475.0,321.0142828,475.0
385.0,446.980776337,486.079176886,446.980776337,385.0,473.0,486.079176886,473.0
