10.0,-55.0,47.0,-55.0,10.0,-24.0,47.0,-24.0
470.0,-25.0,493.0,-25.0,470.0,11.0,493.0,11.0
300.0,-10.0227155455,414.004385881,-10.0227155455,300.0,12.0,414.004385881,12.0
205.0,-18.064449134,226.023796042,-18.064449134,205.0,13.0,226.023796042,13.0
115.0,-14.0,136.0,-14.0,115.0,15.0,136.0,15.0
44.0,141.0,150.0,141.0,44.0,167.0,150.0,167.0
243.0,126.941227268,278.128336141,126.941227268,243.0,161.0,278.128336141,161.0
5.0,333.0,111.004716876,333.0,5.0,361.0,111.004716876,361.0
313.0,20.0,342.017236257,20.0,313.0,47.0,342.017236257,47.0
350.0,35.9848519616,370.024984395,35.9848519616,350.0,69.0,370.024984395,69.0
391.0,119.941227268,423.015621187,119.941227268,391.0,154.0,423.015621187,154.0
242.0,405.0,275.015148038,405.0,242.0,437.0,275.015148038,437.0
421.0,420.942903714,456.057096286,420.942903714,421.0,456.0,456.057096286,456.0
